City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,brookhaven,31.5791,-90.4407,33.47,28,0,3.56,US,1696017765
365,tenenkou,14.4572,-4.9169,35.65,22,70,1.38,ML,1696017765
366,akcakale,36.7111,38.9475,23.56,48,0,6.11,TR,1696017765
367,sal rei,16.1833,-22.9167,29.11,79,75,5.66,CV,1696017766
368,kattivakkam,13.2167,80.3167,27.05,91,100,3.83,IN,1696017766
369,port alfred,-33.5906,26.891,18.99,72,100,0.89,ZA,1696017766
370,mitu,1.1983,-70.1733,31.02,61,95,0.75,CO,1696017767
371,viedma,-40.8135,-62.9967,10.68,51,0,4.44,AR,1696017518
372,enewetak,11.3474,162.3373,28.81,78,81,6.03,MH,1696017767
373,surovikino,48.6078,42.8486,17.19,34,0,2.66,RU,1696017768
374,yanchep,-31.55,115.6833,17.01,74,18,5.55,AU,1696017768
375,bamboo flat,11.7,92.7167,26.63,85,100,9.14,IN,1696017768
376,yampil',51.95,33.7833,13.84,58,5,1.62,UA,1696017677
377,hargeysa,9.56,44.065,23.9,66,4,1.62,SO,1696017769
378,wuhai,39.6647,106.8122,12.41,20,3,2.92,CN,1696017769
379,mariinsk,56.2139,87.7472,5.88,93,65,2.59,RU,1696017769
380,ghanzi,-21.5667,21.7833,22.34,19,0,3.29,BW,1696017769
381,laughlin,35.1678,-114.573,36.71,19,0,10.8,US,1696017770
382,kangding,30.0513,101.9603,13.37,94,92,0.47,CN,1696017770
383,cozumel,20.5083,-86.9458,29.04,89,75,2.24,MX,1696017770
384,tommot,58.9564,126.2925,2.4,96,85,1.13,RU,1696017770
385,sitka,57.0531,-135.33,10.94,76,75,3.09,US,1696017771
386,arucas,28.1198,-15.5233,23.43,76,8,1.6,ES,1696017771
387,porto murtinho,-21.6989,-57.8825,33.91,26,55,3.11,BR,1696017771
388,mumbwa,-14.9783,27.0619,25.52,37,93,2.41,ZM,1696017771
389,kununurra,-15.7667,128.7333,20.99,64,100,1.54,AU,1696017772
390,skegness,53.1436,0.3363,15.59,75,39,6.35,GB,1696017772
391,as sulayyil,20.4607,45.5779,31.14,10,0,2.47,SA,1696017772
392,takoradi,4.8845,-1.7554,25.49,91,14,3.25,GH,1696017772
393,midvagur,62.0511,-7.1939,9.46,100,100,5.66,FO,1696017773
394,dhromolaxia,34.8755,33.5868,25.41,58,0,2.06,CY,1696017773
395,maracacume,-2.0428,-45.9592,34.7,37,50,4.57,BR,1696017773
396,paramonga,-10.6667,-77.8333,20.96,79,83,5.33,PE,1696017774
397,sos'va,59.1766,61.8558,6.97,92,100,4.72,RU,1696017774
398,asan,36.7836,127.0042,17.15,85,100,2.74,KR,1696017774
399,oranjemund,-28.55,16.4333,14.3,85,89,1.45,NA,1696017774
400,illizi,26.4833,8.4667,32.89,26,100,8.15,DZ,1696017775
401,neiafu,-18.65,-173.9833,23.38,83,75,3.09,TO,1696017775
402,trujillo,-8.116,-79.03,20.98,78,0,5.66,PE,1696017775
403,chernomorskoye,45.5039,32.6997,20.37,59,12,5.78,UA,1696017775
404,aylmer,42.7668,-80.983,22.5,51,58,3.23,CA,1696017480
405,tocopilla,-22.092,-70.1979,20.2,65,19,4.62,CL,1696017714
406,uniao,-4.5858,-42.8642,39.21,19,79,0.41,BR,1696017776
407,kaman,27.65,77.2667,26.84,42,45,0.79,IN,1696017776
408,usogorsk,63.4106,48.6872,9.72,90,100,1.99,RU,1696017777
409,sabha,27.0377,14.4283,27.97,29,10,4.92,LY,1696017777
410,queenstown,-31.8976,26.8753,19.59,27,100,3.13,ZA,1696017777
411,assab,13.0092,42.7394,31.45,71,15,2.87,ER,1696017777
412,rurrenabaque,-14.4413,-67.5278,36.83,38,100,2.06,BO,1696017778
413,gargalianoi,37.0667,21.6333,18.53,71,9,1.53,GR,1696017778
414,boguchany,58.3814,97.4531,8.15,82,100,4.25,RU,1696017778
415,juneau,58.3019,-134.4197,9.56,100,100,1.43,US,1696017647
416,novyy urgal,51.0736,132.5642,6.15,96,99,0.12,RU,1696017779
417,levokumka,44.2317,43.15,16.14,72,81,3.13,RU,1696017779
418,afaahiti,-17.75,-149.2833,26.93,84,37,8.65,PF,1696017779
419,darwin,-12.4611,130.8418,25.99,73,100,1.54,AU,1696017779
420,galle,6.0367,80.217,25.34,87,92,2.5,LK,1696017780
421,damboa,11.156,12.7576,23.9,80,10,1.71,NG,1696017780
422,chutove,49.7104,35.1603,16.49,45,0,3.22,UA,1696017780
423,port lavaca,28.615,-96.6261,34.06,60,0,7.2,US,1696017480
424,tughyl,47.7252,84.2063,13.88,59,70,4.69,KZ,1696017780
425,xinyi,22.373,110.9475,24.74,91,0,0.22,CN,1696017781
426,howrah,22.5892,88.3103,27.0,94,75,1.54,IN,1696017781
427,jobabo,20.9692,-76.2994,33.01,65,98,6.05,CU,1696017781
428,male,4.1748,73.5089,28.97,84,75,5.66,MV,1696017653
429,puerto baquerizo moreno,-0.9,-89.6,26.55,69,75,6.17,EC,1696017782
430,thunder bay,48.4001,-89.3168,15.99,88,100,2.06,CA,1696017687
431,san luis de la loma,17.2706,-100.8939,31.98,68,27,4.35,MX,1696017782
432,la passe,45.5549,-0.8967,21.13,89,100,2.56,FR,1696017782
433,gaspe,48.8334,-64.4819,19.12,45,75,5.14,CA,1696017782
434,olinala,17.8333,-98.85,28.84,45,11,1.47,MX,1696017783
435,outjo,-20.1167,16.15,24.04,16,0,3.4,NA,1696017783
436,guanare,9.0418,-69.7421,34.34,47,80,2.19,VE,1696017783
437,boyolangu,-8.1181,111.8935,21.76,95,33,1.25,ID,1696017784
438,ta`u,-14.2336,-169.5144,26.53,80,39,5.34,AS,1696017784
439,warrnambool,-38.3833,142.4833,13.14,56,23,5.44,AU,1696017535
440,maubin,16.7333,95.65,24.4,97,100,5.68,MM,1696017785
441,piacabucu,-10.4056,-36.4344,26.18,67,91,4.13,BR,1696017758
442,campbell river,50.0163,-125.2446,14.21,54,20,3.09,CA,1696017418
443,luanda,-8.8368,13.2343,24.0,78,20,6.69,AO,1696017785
444,knyaze-volkonskoye,48.4642,135.4567,6.19,92,45,2.23,RU,1696017786
445,okahao,-17.885,15.0667,26.59,16,8,4.05,NA,1696017786
446,katsuura,35.1333,140.3,24.23,85,48,3.62,JP,1696017786
447,gunnison,38.7,-107.0673,20.99,14,4,2.56,US,1696017787
448,walvis bay,-22.9575,14.5053,12.53,94,2,2.06,NA,1696017787
449,nikol'sk,53.7189,46.0712,10.89,82,88,1.92,RU,1696017787
450,kourou,5.1552,-52.6478,32.03,67,6,5.56,GF,1696017787
451,ouarzazat,30.9189,-6.8934,31.16,13,20,3.09,MA,1696017788
452,grand falls-windsor,48.9332,-55.6649,17.8,62,100,1.53,CA,1696017788
453,carutapera,-1.195,-46.02,28.83,68,34,4.36,BR,1696017788
454,thurso,58.5927,-3.5259,11.59,79,5,14.89,GB,1696017788
455,tual,-5.6667,132.75,25.98,85,100,7.02,ID,1696017789
456,abepura,-2.6333,140.5833,23.45,88,20,0.0,ID,1696017789
457,dwarka,22.2394,68.9678,27.57,78,99,4.68,IN,1696017789
458,belo sur tsiribihina,-19.7,44.55,24.82,82,47,2.38,MG,1696017789
459,tabas,33.5959,56.9244,22.12,17,0,1.03,IR,1696017789
460,bahia de caraquez,-0.6,-80.4167,25.1,74,73,5.57,EC,1696017790
461,necochea,-38.5473,-58.7368,9.29,76,100,6.67,AR,1696017738
462,dergaon,26.7,93.9667,26.93,87,100,1.33,IN,1696017790
463,xilin hot,43.9667,116.0333,4.32,73,1,1.97,CN,1696017790
464,hoemul-li,41.4339,129.67,14.71,64,29,1.91,KP,1696017790
465,ishigaki,24.3448,124.1572,27.07,94,75,2.57,JP,1696017791
466,guatrache,-37.6678,-63.5302,16.2,24,0,4.98,AR,1696017791
467,iquique,-20.2208,-70.1431,19.02,81,53,4.72,CL,1696017615
468,truckee,39.328,-120.1833,22.14,44,75,4.63,US,1696017791
469,alva,56.1528,-3.8051,13.15,88,93,4.91,GB,1696017791
470,tateyama,34.9833,139.8667,23.39,81,61,2.84,JP,1696017792
471,regina,50.4501,-104.6178,18.91,36,75,4.63,CA,1696017260
472,prince rupert,54.3161,-130.3201,11.05,88,40,3.09,CA,1696017792
473,san vicente de canete,-13.0751,-76.3835,21.41,75,48,2.97,PE,1696017793
474,erenhot,43.6475,111.9767,9.59,53,46,3.47,CN,1696017793
475,oltinko'l,40.8011,72.1634,18.98,34,86,1.45,UZ,1696017793
476,woodward,36.4337,-99.3904,34.57,37,0,9.77,US,1696017793
477,kasongo-lunda,-6.4667,16.8167,25.92,64,68,0.82,CD,1696017794
478,qamdo,31.1667,97.2333,2.86,73,2,0.16,CN,1696017794
479,black point,-34.6187,137.8972,17.84,40,0,6.36,AU,1696017794
480,puerto aysen,-45.4,-72.7,12.43,87,100,0.89,CL,1696017794
481,taltal,-25.4,-70.4833,17.52,72,26,2.83,CL,1696017687
482,ketchikan,55.3422,-131.6461,11.26,76,20,4.63,US,1696017795
483,monschau,50.55,6.25,14.1,94,75,2.57,DE,1696017795
484,plettenberg bay,-34.0527,23.3716,17.16,71,100,1.32,ZA,1696017795
485,kulhudhuffushi,6.6221,73.07,27.32,80,100,6.61,MV,1696017795
486,glasgow,55.8652,-4.2576,13.35,81,75,5.66,GB,1696017774
487,port saint john's,-31.6229,29.5448,22.29,69,0,3.09,ZA,1696017796
488,campos gerais,-21.235,-45.7586,28.87,39,64,3.81,BR,1696017796
489,sao felix do xingu,-6.6447,-51.995,34.86,34,97,1.01,BR,1696017645
490,veraval,20.9,70.3667,27.79,79,98,4.5,IN,1696017797
491,tuburan,6.6439,122.2736,27.11,79,96,3.0,PH,1696017797
492,riviere-du-loup,47.8304,-69.5342,17.15,51,94,2.06,CA,1696017556
493,tindouf,27.6711,-8.1474,33.25,17,62,2.57,DZ,1696017592
494,grande prairie,55.1667,-118.8027,8.1,81,100,1.03,CA,1696017605
495,muli,2.9167,73.5667,28.27,76,100,6.77,MV,1696017798
496,fada,9.5667,8.3,20.31,87,97,0.73,NG,1696017798
497,ubari,26.5921,12.7805,28.1,27,87,3.76,LY,1696017798
498,cabo san lucas,22.8909,-109.9124,35.9,59,2,5.87,MX,1696017482
499,popondetta,-8.7537,148.2534,21.57,85,12,1.25,PG,1696017799
500,pont rouge,48.8833,-72.0825,16.06,55,4,1.31,CA,1696017800
501,kataysk,56.289,62.5841,9.8,92,100,1.2,RU,1696017500
502,castillos,-34.1667,-53.8333,15.32,85,100,2.27,UY,1696017800
503,aspen,39.1911,-106.8175,23.61,13,0,3.6,US,1696017800
504,kananga,-5.8958,22.4178,24.6,63,47,1.17,CD,1696017800
505,east london,-33.0153,27.9116,22.02,62,100,1.74,ZA,1696017681
506,kill devil hills,36.0307,-75.676,22.0,91,100,3.6,US,1696017801
507,cullowhee,35.3137,-83.1765,27.22,61,40,1.54,US,1696017801
508,kavaratti,10.5669,72.642,27.49,82,65,8.14,IN,1696017801
509,wewak,-3.5534,143.6268,25.48,90,92,2.4,PG,1696017801
510,boyabat,41.4689,34.7667,17.55,91,86,0.48,TR,1696017802
511,concepcion,-36.827,-73.0498,19.89,42,0,5.66,CL,1696017524
512,den burg,53.0542,4.7972,16.99,74,20,5.14,NL,1696017802
513,victorica,-36.2151,-65.4359,17.95,23,0,4.13,AR,1696017803
514,tromso,69.6496,18.957,10.01,93,75,1.03,NO,1696017803
515,labe,11.3182,-12.2833,20.0,94,100,0.6,GN,1696017803
516,mogocha,53.7333,119.7667,0.99,90,20,1.93,RU,1696017803
517,al jawf,29.5,38.75,27.01,19,0,3.41,SA,1696017803
518,onega,63.9061,38.1404,12.09,91,100,3.9,RU,1696017804
519,ayr,55.4627,-4.6339,13.51,82,0,6.17,GB,1696017804
520,tingo maria,-9.2895,-76.0088,25.17,83,100,1.03,PE,1696017804
521,port douglas,-16.4833,145.4667,22.65,72,96,6.92,AU,1696017804
522,manali,13.1667,80.2667,27.05,91,100,3.91,IN,1696017805
523,novodvinsk,64.4165,40.8122,11.04,92,100,3.84,RU,1696017805
524,sarankhola,22.3082,89.7897,26.12,92,100,2.47,BD,1696017805
525,san matias,-16.3667,-58.4,34.52,39,100,1.75,BO,1696017806
526,zarinsk,53.7074,84.9493,8.09,94,84,1.98,RU,1696017806
527,antalaha,-14.9003,50.2788,21.43,85,76,2.47,MG,1696017806
528,chaman,30.9236,66.4512,16.2,18,0,2.65,PK,1696017806
529,zavolzh'ye,56.6428,43.3936,12.66,73,90,1.33,RU,1696017807
530,greenville,35.6127,-77.3663,23.02,94,100,3.6,US,1696017611
531,la palma,33.8464,-118.0467,23.84,70,100,2.57,US,1696017807
532,ende,-8.8432,121.6623,23.19,76,19,0.92,ID,1696017807
533,hami,42.8,93.45,17.09,22,57,2.77,CN,1696017808
534,hinwil,47.2943,8.8439,20.69,71,75,1.03,CH,1696017808
535,derinkuyu,38.3751,34.7342,14.31,54,1,0.75,TR,1696017808
536,mili,6.0815,171.735,26.77,87,100,11.68,MH,1696017808
537,tralee,52.2704,-9.7026,11.43,89,100,1.86,IE,1696017809
538,ujae,8.9322,165.7642,28.44,79,89,6.41,MH,1696017809
539,matoury,4.8483,-52.3317,31.98,58,0,5.14,GF,1696017809
540,new norfolk,-42.7826,147.0587,7.62,94,100,1.54,AU,1696017809
541,lauro de freitas,-12.8944,-38.3272,27.01,74,20,4.12,BR,1696017810
542,hashtpar,37.8008,48.9037,21.22,87,67,0.18,IR,1696017810
543,ust'-ilimsk,58.0006,102.6619,8.26,90,100,2.98,RU,1696017810
544,verkhnevilyuysk,63.4453,120.3167,4.17,91,100,2.51,RU,1696017810
545,shasta lake,40.6804,-122.3708,24.86,41,100,2.45,US,1696017811
546,camenca,48.0319,28.6978,18.56,38,0,2.08,MD,1696017811
547,las veredas,23.1388,-109.7075,37.86,62,20,7.2,MX,1696017812
548,mana,5.6592,-53.7767,29.33,70,32,7.0,GF,1696017812
549,sanming,26.2486,117.6186,24.01,91,0,0.36,CN,1696017812
550,la rioja,42.25,-2.5,16.88,55,3,2.09,ES,1696017812
551,dos hermanas,37.2829,-5.9209,29.87,42,0,5.14,ES,1696017812
552,troitsk,54.0979,61.5773,8.9,97,100,1.79,RU,1696017813
553,muravlenko,63.7898,74.523,-0.94,80,8,6.6,RU,1696017814
554,karratha,-20.7377,116.8463,25.94,48,34,3.76,AU,1696017814
555,saint-philippe,-21.3585,55.7679,21.77,81,50,4.68,RE,1696017814
556,selfoss,63.9331,-20.9971,6.14,66,100,0.65,IS,1696017814
557,ad dilam,23.9915,47.1627,32.23,13,0,1.48,SA,1696017815
558,olyokminsk,60.3736,120.4264,4.86,89,90,1.49,RU,1696017815
559,elko,41.0002,-115.5012,21.47,23,100,1.34,US,1696017815
560,kutum,14.2,24.6667,28.87,39,16,2.02,SD,1696017815
561,al bawiti,28.3492,28.8659,28.7,36,48,6.58,EG,1696017816
562,toyooka,35.5333,134.8333,19.45,84,24,2.2,JP,1696017816
563,lazaro cardenas,17.9583,-102.2,31.65,69,48,3.68,MX,1696017816
564,cantaura,9.3057,-64.3584,36.87,33,98,2.61,VE,1696017816
565,sur,22.5667,59.5289,30.36,35,0,3.93,OM,1696017817
566,darhan,49.4867,105.9228,5.56,78,4,2.68,MN,1696017817
567,alamos,27.0167,-108.9333,37.44,33,3,2.76,MX,1696017610
568,cartagena del chaira,1.3349,-74.8429,35.64,40,89,0.69,CO,1696017817
569,kodinsk,58.6881,99.1844,7.27,85,90,3.33,RU,1696017817
570,murwillumbah,-28.3167,153.4,15.09,94,11,2.06,AU,1696017818
571,nizhneudinsk,54.9076,99.0276,8.5,87,100,2.59,RU,1696017818
